Year,Rank,University,Score,Link,Country,City,Region,Logo
2017,24,tsinghua university,86,https://www.topuniversities.com/universities/tsinghua-university,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,Asia
2017,238,tufts university,42,https://www.topuniversities.com/universities/tufts-university,United States,Medford,https://www.topuniversities.com/sites/default/files/tufts-university_630_small.jpg,North America
2017,7,ucl,96,https://www.topuniversities.com/universities/ucl,United Kingdom,London,https://www.topuniversities.com/sites/default/files/ucl_592560cf2aeae70239af4bf1_small.jpg,Europe
2017,294,umea university,37,https://www.topuniversities.com/universities/umea-university,Sweden,Ume√•,https://www.topuniversities.com/sites/default/files/umea-university_639_small.jpg,Europe
2017,308,universidad austral,36,https://www.topuniversities.com/universities/universidad-austral,Argentina,Pilar,https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg,Latin America
2017,210,universidad aut„≥noma de madrid,46,https://www.topuniversities.com/universities/universidad-autonoma-de-madrid,Spain,Madrid,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-madrid_379_small.jpg,Europe
2017,280,universidad carlos iii de madrid (uc3m),38,https://www.topuniversities.com/universities/universidad-carlos-iii-de-madrid-uc3m,Spain,Madrid,https://www.topuniversities.com/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_small.jpg,Europe
2017,128,universidad nacional aut„≥noma de m„©xico  (unam),58,https://www.topuniversities.com/universities/universidad-nacional-autonoma-de-mexico-unam,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg,Latin America
2017,269,universidad nacional de colombia,39,https://www.topuniversities.com/universities/universidad-nacional-de-colombia,Colombia,Bogot√°,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg,Latin America
2017,352,universidad de belgrano,33,https://www.topuniversities.com/universities/universidad-de-belgrano,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-de-belgrano_51_small.jpg,Latin America
2017,85,universidad de buenos aires (uba),66,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,Latin America
2017,200,universidad de chile,47,https://www.topuniversities.com/universities/universidad-de-chile,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,Latin America
2017,272,universidad de los andes,39,https://www.topuniversities.com/universities/universidad-de-los-andes,Colombia,Bogot√°,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg,Latin America
2017,191,universidade estadual de campinas (unicamp),48,https://www.topuniversities.com/universities/universidade-estadual-de-campinas-unicamp,Brazil,Campinas,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,Latin America
2017,321,universidade federal do rio de janeiro,35,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-de-janeiro_525_small.jpg,Latin America
2017,366,universidade nova de lisboa,32,https://www.topuniversities.com/universities/universidade-nova-de-lisboa,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg,Europe
2017,120,universidade de s„£o paulo,59,https://www.topuniversities.com/universities/universidade-de-sao-paulo,Brazil,S√£o Paulo,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,Latin America
2017,325,universitas indonesia,35,https://www.topuniversities.com/universities/universitas-indonesia,Indonesia,Depok,https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_small.jpg,Asia
2017,203,universitat aut„≤noma de barcelona,46,https://www.topuniversities.com/universities/universitat-autonoma-de-barcelona,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-autnoma-de-barcelona_592560cf2aeae70239af4ab0_small.jpg,Europe
2017,321,universitat polit„®cnica de catalunya ‚∑ barcelonatech (upc),35,https://www.topuniversities.com/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-catalunya_103_small.jpg,Europe
2017,283,universitat pompeu fabra (barcelona),38,https://www.topuniversities.com/universities/universitat-pompeu-fabra,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_small.jpg,Europe
2017,160,universitat de barcelona,53,https://www.topuniversities.com/universities/universitat-de-barcelona,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,Europe
2017,216,universite libre de bruxelles,45,https://www.topuniversities.com/universities/universite-libre-de-bruxelles,Belgium,Brussels,https://www.topuniversities.com/sites/default/files/universite-libre-de-bruxelles_75_small.jpg,Europe
2017,302,universiti kebangsaan malaysia (ukm),37,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,Asia
2017,133,universiti malaya (um),57,https://www.topuniversities.com/universities/universiti-malaya-um,Malaysia,Kuala Lumpur,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg,Asia
2017,270,universiti putra malaysia (upm),39,https://www.topuniversities.com/universities/universiti-putra-malaysia-upm,Malaysia,Seri Kembangan,https://www.topuniversities.com/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,Asia
2017,330,universiti sains malaysia (usm),35,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm,Malaysia,Gelugor,https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg,Asia
2017,288,universiti teknologi malaysia ,37,https://www.topuniversities.com/universities/universiti-teknologi-malaysia,Malaysia,Skudai,https://www.topuniversities.com/sites/default/files/universiti-teknologi-malaysia_387_small.jpg,Asia
2017,283,university college cork,38,https://www.topuniversities.com/universities/university-college-cork,Ireland,Cork,https://www.topuniversities.com/sites/default/files/university-college-cork_142_small.jpg,Europe
2017,176,university college dublin,50,https://www.topuniversities.com/universities/university-college-dublin,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/university-college-dublin_166_small.jpg,Europe
2017,347,university ulm,34,https://www.topuniversities.com/universities/university-ulm,Germany,Ulm,https://www.topuniversities.com/sites/default/files/university-ulm_638_small.jpg,Europe
2017,141,university of aberdeen,56,https://www.topuniversities.com/universities/university-aberdeen,United Kingdom,Aberdeen,https://www.topuniversities.com/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,Europe
2017,94,university of alberta,64,https://www.topuniversities.com/universities/university-alberta,Canada,Edmonton,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg,North America
2017,57,university of amsterdam,74,https://www.topuniversities.com/universities/university-amsterdam,Netherlands,Amsterdam,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,Europe
2017,209,university of antwerp,46,https://www.topuniversities.com/universities/university-antwerp,Belgium,Antwerp,https://www.topuniversities.com/sites/default/files/university-of-antwerp_21_small.jpg,Europe
2017,141,university of basel,56,https://www.topuniversities.com/universities/university-basel,Switzerland,Basel,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,Europe
2017,159,university of bath,53,https://www.topuniversities.com/universities/university-bath,United Kingdom,Bath,https://www.topuniversities.com/sites/default/files/university-of-bath_47_small.jpg,Europe
2017,177,university of bergen,50,https://www.topuniversities.com/universities/university-bergen,Norway,Bergen,https://www.topuniversities.com/sites/default/files/university-of-bergen_53_small.jpg,Europe
2017,181,university of bern,49,https://www.topuniversities.com/universities/university-bern,Switzerland,Bern,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg,Europe
2017,82,university of birmingham,67,https://www.topuniversities.com/universities/university-birmingham,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,Europe
2017,41,university of bristol,80,https://www.topuniversities.com/universities/university-bristol,United Kingdom,Bristol,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,Europe
2017,45,university of british columbia,78,https://www.topuniversities.com/universities/university-british-columbia,Canada,Vancouver,https://www.topuniversities.com/sites/default/files/university-of-british-columbia_70_small.jpg,North America
2017,196,university of calgary,47,https://www.topuniversities.com/universities/university-calgary,Canada,Calgary,https://www.topuniversities.com/sites/default/files/university-of-calgary_592560cf2aeae70239af4ad5_small.jpg,North America
2017,28,university of california|| berkeley (ucb),85,https://www.topuniversities.com/universities/university-california-berkeley-ucb,United States,Berkeley,https://www.topuniversities.com/sites/default/files/university-of-california-berkeley-ucb_84_small.jpg,North America
2017,85,university of california|| davis,66,https://www.topuniversities.com/universities/university-california-davis,United States,Davis,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,North America
2017,156,university of california|| irvine,53,https://www.topuniversities.com/universities/university-california-irvine,United States,Irvine,https://www.topuniversities.com/sites/default/files/university-of-california-irvine_86_small.jpg,North America
2017,31,university of california|| los angeles (ucla),84,https://www.topuniversities.com/universities/university-california-los-angeles-ucla,United States,Los Angeles,https://www.topuniversities.com/sites/default/files/university-of-california-los-angeles-ucla_87_small.jpg,North America
2017,271,university of california|| riverside,39,https://www.topuniversities.com/universities/university-california-riverside,United States,Riverside,https://www.topuniversities.com/sites/default/files/university-of-california-riverside_88_small.jpg,North America
2017,40,university of california|| san diego (ucsd),81,https://www.topuniversities.com/universities/university-california-san-diego-ucsd,United States,San Diego,https://www.topuniversities.com/sites/default/files/university-of-california-san-diego-ucsd_89_small.jpg,North America
2017,118,university of california|| santa barbara (ucsb),59,https://www.topuniversities.com/universities/university-california-santa-barbara-ucsb,United States,Santa Barbara,https://www.topuniversities.com/sites/default/files/university-of-california-santa-barbara-ucsb_91_small.jpg,North America
2017,296,university of california|| santa cruz,37,https://www.topuniversities.com/universities/university-california-santa-cruz,United States,Santa Cruz,https://www.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg,North America
2017,4,university of cambridge,97,https://www.topuniversities.com/universities/university-cambridge,United Kingdom,Cambridge,https://www.topuniversities.com/sites/default/files/university-of-cambridge_95_small.jpg,Europe
2017,214,university of canterbury,45,https://www.topuniversities.com/universities/university-canterbury,New Zealand,Christchurch,https://www.topuniversities.com/sites/default/files/university-of-canterbury_97_small.jpg,Oceania
2017,191,university of cape town,48,https://www.topuniversities.com/universities/university-cape-town,South Africa,Cape Town,https://www.topuniversities.com/sites/default/files/uct-graduate-school-of-business_592560cf2aeae70239af4ae5_small.jpg,Africa
2017,10,university of chicago,93,https://www.topuniversities.com/universities/university-chicago,United States,Chicago,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,North America
2017,347,university of cologne,34,https://www.topuniversities.com/universities/university-cologne,Germany,Cologne,https://www.topuniversities.com/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_small.jpg,Europe
2017,170,university of colorado boulder,51,https://www.topuniversities.com/universities/university-colorado-boulder,United States,Boulder,https://www.topuniversities.com/sites/default/files/university-of-colorado-boulder_137_small.jpg,North America
2017,374,university of colorado|| denver ,32,https://www.topuniversities.com/universities/university-colorado-denver,United States,Denver,https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_small.jpg,North America
2017,68,university of copenhagen,70,https://www.topuniversities.com/universities/university-copenhagen,Denmark,Copenhagen,https://www.topuniversities.com/sites/default/files/university-of-copenhagen_141_small.jpg,Europe
2017,252,university of east anglia (uea),41,https://www.topuniversities.com/universities/university-east-anglia-uea,United Kingdom,Norwich,https://www.topuniversities.com/sites/default/files/university-of-east-anglia-uea_637_small.jpg,Europe
2017,382,university of eastern finland,31,https://www.topuniversities.com/universities/university-eastern-finland,Finland,Kuopio,https://www.topuniversities.com/sites/default/files/university-of-eastern-finland_592560cf2aeae70239af4bcb_small.jpg,Europe
2017,185,university of florida,49,https://www.topuniversities.com/universities/university-florida,United States,Gainesville,https://www.topuniversities.com/sites/default/files/university-of-florida_212_small.jpg,North America
2017,95,university of geneva,64,https://www.topuniversities.com/universities/university-geneva,Switzerland,Geneva,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg,Europe
2017,63,university of glasgow,72,https://www.topuniversities.com/universities/university-glasgow,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,Europe
2017,264,university of gothenburg,39,https://www.topuniversities.com/universities/university-gothenburg,Sweden,Gothenburg,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg,Europe
2017,113,university of groningen,60,https://www.topuniversities.com/universities/university-groningen,Netherlands,Groningen,https://www.topuniversities.com/sites/default/files/university-of-groningen_243_small.jpg,Europe
2017,177,university of g„∂ttingen,50,https://www.topuniversities.com/universities/university-gottingen,Germany,G√∂ttingen,https://www.topuniversities.com/sites/default/files/university-of-gttingen_234_small.jpg,Europe
2017,91,university of helsinki,65,https://www.topuniversities.com/universities/university-helsinki,Finland,Helsinki,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg,Europe
2017,187,university of illinois at chicago (uic),48,https://www.topuniversities.com/universities/university-illinois-chicago-uic,United States,Chicago,https://www.topuniversities.com/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_small.jpg,North America
2017,66,university of illinois at urbana-champaign,71,https://www.topuniversities.com/universities/university-illinois-urbana-champaign,United States,Champaign,https://www.topuniversities.com/sites/default/files/university-of-illinois-at-urbana-champaign_2090_small.jpg,North America
2017,393,university of iowa,31,https://www.topuniversities.com/universities/university-iowa,United States,Iowa City,https://www.topuniversities.com/sites/default/files/university-of-iowa_592560cf2aeae70239af4baa_small.jpg,North America
2017,338,university of jyv„§skyl„§,34,https://www.topuniversities.com/universities/university-jyvaskyla,Finland,Jyv√§skyl√§,https://www.topuniversities.com/sites/default/files/university-of-jyvskyl_306_small.jpg,Europe
2017,373,university of kansas,32,https://www.topuniversities.com/universities/university-kansas,United States,Lawrence,https://www.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg,North America
2017,366,university of kent,32,https://www.topuniversities.com/universities/university-kent,United Kingdom,Paris,https://www.topuniversities.com/sites/default/files/university-of-kent_315_small.jpg,Europe
2017,138,university of lausanne,56,https://www.topuniversities.com/universities/university-lausanne,Switzerland,Lausanne,https://www.topuniversities.com/sites/default/files/university-of-lausanne_592560cf2aeae70239af4bd3_small.jpg,Europe
2017,93,university of leeds,64,https://www.topuniversities.com/universities/university-leeds,United Kingdom,Leeds,https://www.topuniversities.com/sites/default/files/university-of-leeds_338_small.jpg,Europe
2017,239,university of leicester,42,https://www.topuniversities.com/universities/university-leicester,United Kingdom,Leicester,https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg,Europe
2017,330,university of lisbon ,35,https://www.topuniversities.com/universities/university-lisbon,Portugal,Lisbon ,https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg,Europe
2017,157,university of liverpool,53,https://www.topuniversities.com/universities/university-liverpool,United Kingdom,Liverpool,https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_small.jpg,Europe
2017,131,university of maryland|| college park,58,https://www.topuniversities.com/universities/university-maryland-college-park,United States,College Park,https://www.topuniversities.com/sites/default/files/university-of-maryland-college-park_393_small.jpg,North America
2017,251,university of massachusetts amherst,41,https://www.topuniversities.com/universities/university-massachusetts-amherst,United States,Amherst,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,North America
2017,252,university of miami,41,https://www.topuniversities.com/universities/university-miami,United States,Miami,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,North America
2017,23,university of michigan-ann arbor,86,https://www.topuniversities.com/universities/university-michigan-ann-arbor,United States,Ann Arbor,https://www.topuniversities.com/sites/default/files/university-of-michigan_403_small.jpg,North America
2017,370,university of milan,32,https://www.topuniversities.com/universities/university-milan,Italy,Milan,https://www.topuniversities.com/sites/default/files/university-of-milan_1873_small.jpg,Europe
2017,137,university of minnesota twin cities,56,https://www.topuniversities.com/universities/university-minnesota-twin-cities,United States,Minneapolis,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,North America
2017,245,university of navarra,41,https://www.topuniversities.com/universities/university-navarra,Spain,Pamplona,https://www.topuniversities.com/sites/default/files/university-of-navarra_592560cf2aeae70239af4c40_small.jpg,Europe
2017,78,university of north carolina|| chapel hill,68,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill,United States,Chapel Hill,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,North America
2017,203,university of notre dame,46,https://www.topuniversities.com/universities/university-notre-dame,United States,Notre Dame,https://www.topuniversities.com/sites/default/files/university-of-notre-dame_458_small.jpg,North America
2017,75,university of nottingham,69,https://www.topuniversities.com/universities/university-nottingham,United Kingdom,Nottingham,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,Europe
2017,113,university of oslo,60,https://www.topuniversities.com/universities/university-oslo,Norway,Oslo,https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg,Europe
2017,169,university of otago,51,https://www.topuniversities.com/universities/university-otago,New Zealand,Dunedin,https://www.topuniversities.com/sites/default/files/university-of-otago_474_small.jpg,Oceania
2017,291,university of ottawa,37,https://www.topuniversities.com/universities/university-ottawa,Canada,Ottawa,https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_small.jpg,North America
2017,6,university of oxford,97,https://www.topuniversities.com/universities/university-oxford,United Kingdom,Oxford,https://www.topuniversities.com/sites/default/files/university-of-oxford_478_small.jpg,Europe
2017,18,university of pennsylvania,89,https://www.topuniversities.com/universities/university-pennsylvania,United States,Philadelphia,https://www.topuniversities.com/sites/default/files/university-of-pennsylvania_495_small.jpg,North America
2017,145,university of pittsburgh,55,https://www.topuniversities.com/universities/university-pittsburgh,United States,Pittsburgh,https://www.topuniversities.com/sites/default/files/university-of-pittsburgh_500_small.jpg,North America
2017,323,university of porto,35,https://www.topuniversities.com/universities/university-porto,Portugal,Porto,https://www.topuniversities.com/sites/default/files/university-of-porto_760_small.jpg,Europe
2017,175,university of reading,50,https://www.topuniversities.com/universities/university-reading,United Kingdom,Reading,https://www.topuniversities.com/sites/default/files/university-of-reading_517_small.jpg,Europe
2017,185,university of rochester,49,https://www.topuniversities.com/universities/university-rochester,United States,Rochester,https://www.topuniversities.com/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,North America
2017,104,university of science and technology of china,62,https://www.topuniversities.com/universities/university-science-technology-china,China (Mainland),Hefei,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg,Asia
2017,288,university of south australia,37,https://www.topuniversities.com/universities/university-south-australia,Australia,Magill,https://www.topuniversities.com/sites/default/files/university-of-south-australia_566_small.jpg,Oceania
2017,87,university of southampton,66,https://www.topuniversities.com/universities/university-southampton,United Kingdom,Southampton,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,Europe
2017,136,university of southern california,57,https://www.topuniversities.com/universities/university-southern-california,United States,Los Angeles,https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_small.jpg,North America
2017,390,university of southern denmark (sdu),31,https://www.topuniversities.com/universities/university-southern-denmark-sdu,Denmark,Odense,https://www.topuniversities.com/sites/default/files/university-of-southern-denmark_592560cf2aeae70239af4c53_small.jpg,Europe
2017,77,university of st andrews,68,https://www.topuniversities.com/universities/university-st-andrews,United Kingdom,St. Andrews,https://www.topuniversities.com/sites/default/files/university-of-st-andrews_570_small.jpg,Europe
2017,288,university of st.gallen (hsg),37,https://www.topuniversities.com/universities/university-stgallen-hsg,Switzerland,St. Gallen,https://www.topuniversities.com/sites/default/files/university-of-st.gallen-hsg_571_small.jpg,Europe
2017,385,university of stirling,31,https://www.topuniversities.com/universities/university-stirling,United Kingdom,Stirling,https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg,Europe
2017,272,university of strathclyde,39,https://www.topuniversities.com/universities/university-strathclyde,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/university-of-strathclyde_579_small.jpg,Europe
2017,261,university of surrey,40,https://www.topuniversities.com/universities/university-surrey,United Kingdom,Guildford,https://www.topuniversities.com/sites/default/files/university-of-surrey_584_small.jpg,Europe
2017,187,university of sussex,48,https://www.topuniversities.com/universities/university-sussex,United Kingdom,Brighton,https://www.topuniversities.com/sites/default/files/university-of-sussex_592560cf2aeae70239af4ccd_small.jpg,Europe
2017,347,university of tartu,34,https://www.topuniversities.com/universities/university-tartu,Estonia,Tartu,https://www.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,Europe
2017,370,university of tasmania,32,https://www.topuniversities.com/universities/university-tasmania,Australia,Hobart,https://www.topuniversities.com/sites/default/files/university-of-tasmania_592560cf2aeae70239af4cd5_small.jpg,Oceania
2017,193,university of technology sydney,48,https://www.topuniversities.com/universities/university-technology-sydney,Australia,Haymarket,https://www.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg,Oceania
2017,380,university of texas dallas,31,https://www.topuniversities.com/universities/university-texas-dallas,United States,Richardson,https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg,North America
2017,67,university of texas at austin,71,https://www.topuniversities.com/universities/university-texas-austin,United States,Austin,https://www.topuniversities.com/sites/default/files/university-of-texas-at-austin_604_small.jpg,North America
2017,32,university of toronto,84,https://www.topuniversities.com/universities/university-toronto,Canada,Toronto,https://www.topuniversities.com/sites/default/files/university-of-toronto_619_small.jpg,North America
2017,377,university of troms„∏ the arctic university of norway,31,https://www.topuniversities.com/universities/university-tromso-arctic-university-norway,Norway,Troms√∏,https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg,Europe
2017,225,university of tsukuba,44,https://www.topuniversities.com/universities/university-tsukuba,Japan,Tsukuba City,https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg,Asia
2017,234,university of turku,43,https://www.topuniversities.com/universities/university-turku,Finland,Turku,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,Europe
2017,177,university of twente,50,https://www.topuniversities.com/universities/university-twente,Netherlands,Enschede,https://www.topuniversities.com/sites/default/files/university-of-twente_635_small.jpg,Europe
2017,325,university of victoria (uvic),35,https://www.topuniversities.com/universities/university-victoria-uvic,Canada,Victoria,https://www.topuniversities.com/sites/default/files/university-of-victoria-uvic_592560cf2aeae70239af4d0e_small.jpg,North America
2017,155,university of vienna,53,https://www.topuniversities.com/universities/university-vienna,Austria,Vienna,https://www.topuniversities.com/sites/default/files/university-of-vienna_652_small.jpg,Europe
2017,172,university of virginia,51,https://www.topuniversities.com/universities/university-virginia,United States,Charlottesville,https://www.topuniversities.com/sites/default/files/university-of-virginia_656_small.jpg,North America
2017,324,university of waikato,35,https://www.topuniversities.com/universities/university-waikato,New Zealand,Hamilton ,https://www.topuniversities.com/sites/default/files/university-of-waikato_660_small.jpg,Oceania
2017,366,university of warsaw ,32,https://www.topuniversities.com/universities/university-warsaw,Poland,Warsaw,https://www.topuniversities.com/sites/default/files/university-of-warsaw_663_small.jpg,Europe
2017,59,university of washington,74,https://www.topuniversities.com/universities/university-washington,United States,Seattle,https://www.topuniversities.com/sites/default/files/university-of-washington_592560cf2aeae70239af4d1e_small.jpg,North America
2017,152,university of waterloo,54,https://www.topuniversities.com/universities/university-waterloo,Canada,Waterloo,https://www.topuniversities.com/sites/default/files/university-of-waterloo_670_small.jpg,North America
2017,53,university of wisconsin-madison,76,https://www.topuniversities.com/universities/university-wisconsin-madison,United States,Madison,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg,North America
2017,359,university of witwatersrand,33,https://www.topuniversities.com/universities/university-witwatersrand,South Africa,Johannesburg,https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg,Africa
2017,218,university of wollongong,45,https://www.topuniversities.com/universities/university-wollongong,Australia,Wollongong,https://www.topuniversities.com/sites/default/files/university-of-wollongong_680_small.jpg,Oceania
2017,127,university of york,58,https://www.topuniversities.com/universities/university-york,United Kingdom,York,https://www.topuniversities.com/sites/default/files/university-of-york_689_small.jpg,Europe
2017,80,university of zurich,68,https://www.topuniversities.com/universities/university-zurich,Switzerland,Z√ºrich,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,Europe
2017,374,university of the philippines,32,https://www.topuniversities.com/universities/university-philippines,Philippines,Quezon City,https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg,Asia
2017,338,universit„†‚†di padova,34,https://www.topuniversities.com/universities/universita-di-padova,Italy,Padua,https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg,Europe
2017,232,universit„§t hamburg,43,https://www.topuniversities.com/universities/universitat-hamburg,Germany,Hamburg,https://www.topuniversities.com/sites/default/files/universitt-hamburg_592560cf2aeae70239af4b79_small.jpg,Europe
2017,299,universit„§t innsbruck,37,https://www.topuniversities.com/universities/universitat-innsbruck,Austria,Innsbruck,https://www.topuniversities.com/sites/default/files/universitt-innsbruck_592560cf2aeae70239af4ba7_small.jpg,Europe
2017,363,universit„§t jena,32,https://www.topuniversities.com/universities/universitat-jena,Germany,Jena,https://www.topuniversities.com/sites/default/files/universitt-jena_592560cf2aeae70239af4bb5_small.jpg,Europe
2017,352,universit„§t konstanz,33,https://www.topuniversities.com/universities/universitat-konstanz,Germany,Konstanz,https://www.topuniversities.com/sites/default/files/universitt-konstanz_323_small.jpg,Europe
2017,263,universit„§t stuttgart,39,https://www.topuniversities.com/universities/universitat-stuttgart,Germany,Stuttgart,https://www.topuniversities.com/sites/default/files/universitt-stuttgart_580_small.jpg,Europe
2017,262,universit„© diderot  paris 7,39,https://www.topuniversities.com/universities/universite-diderot-paris-7,France,Paris,https://www.topuniversities.com/sites/default/files/universit-diderot-paris-7_592560cf2aeae70239af4c6c_small.jpg,Europe
2017,206,universit„© grenoble alpes,46,https://www.topuniversities.com/universities/universite-grenoble-alpes,France,Grenoble,https://www.topuniversities.com/sites/default/files/universit-grenoble-alpes_592560cf2aeae70239af5ab2_small.jpg,Europe
2017,372,universit„© laval,32,https://www.topuniversities.com/universities/universite-laval,Canada,Qu√©bec,https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg,North America
2017,228,universit„© paris 1 panth„©on-sorbonne ,43,https://www.topuniversities.com/universities/universite-paris-1-pantheon-sorbonne,France,Paris,https://www.topuniversities.com/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg,Europe
2017,377,universit„© paris descartes,31,https://www.topuniversities.com/universities/universite-paris-descartes,France,Paris ,https://www.topuniversities.com/sites/default/files/universit-paris-descartes_486_small.jpg,Europe
2017,356,universit„© paris-dauphine|| universit„© psl,33,https://www.topuniversities.com/universities/universite-paris-dauphine-universite-psl,France,Paris,https://www.topuniversities.com/sites/default/files/universit-paris-dauphine-universit-psl_592560cf2aeae70239af4c68_small.jpg,Europe
2017,241,universit„© paris-saclay,42,https://www.topuniversities.com/universities/universite-paris-saclay,France,,https://www.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg,Europe
2017,221,universit„© paris-sorbonne (paris iv),44,https://www.topuniversities.com/universities/universite-paris-sorbonne-paris-iv,France,Paris,https://www.topuniversities.com/sites/default/files/universit-paris-sorbonne-paris-iv_484_small.jpg,Europe
